review,sentiment
"This is a low grade cold war propaganda film crossed with a soapie. It may have some long-term significance as a snapshot of 1950s US thinking, but there is little else to commend in the mawkish storyline, wooden acting and grating style. There are some interesting photos of long-gone aircraft, but that was not enough for even this aircraft enthusiast to leave it on the screen for the full length.",negative
"Fox's ""The True Story Of Jesse James"" (1957) is a remarkably poor widescreen remake of their prestigious 1939 Tyrone Power/Henry Fonda classic ""Jesse James"". I'm not sure where the fault lies but the casting in this version of the two central characters, the uneven direction of Nicholas Ray and the ham-fisted screenplay must surely have something to do with it.<br /><br />In the late thirties and forties Tyrone Power was Fox's top leading man but in the fifties his star began to wane and studio head Darryl Zanuck started to groom newcomer Robert Wagner to take his place. This was a major error on Zanuck's part as Wagner proved to be a less than a suitable replacement. With the possible exceptions of ""Broken Lance"" (1954) and ""Between Heaven & Hell"" (1956) it is hard to think of Wagner distinguishing himself in anything! Also, Jeffrey Hunter was nothing more than a Fox contract player before being assigned to play Frank James to Wagner's Jesse in ""The True Story Of Jesse James"". Borrowed from the studio the previous year this actor's one distinguishing mark was his excellent and revealing performance in John Ford's classic ""The Searchers"". But his playing here, along with Wagner as the second half of the James Brothers, is nothing short of boring. Neither player bring any personality or colour to their respective roles. They totally miss the mark, lacking the charisma and appeal so vividly displayed by Power and Fonda in the original. The movie is also marred by too many flashbacks and with the all over the place screenplay Wagner, as the Robin Hood of the American west, comes across as a charmless introverted twit that you can feel no empathy for whatsoever. The supporting cast are hardly worth mentioning but it is a shame to see such a great actress as Agnes Moorhead barely getting a look in as Ma James.<br /><br />The best aspects of this uninvolving so-so western is the wonderful Cinemascope/Colour cinematography by the great Joe McDonald and the excellent music score by the underrated and little known composer Leigh Harline!",negative
"The previous reviewer has said it exactly. I saw it once, was enchanted, saw it a second time when it was re-broadcast within a week or two of the first airing. I still remember some of the scenes. The setting is the opening of the 20th century, the war referred to in the title is World War I. One of the scenes was set in a women-only section of a public place, which was an interesting historical note. The moment when one of the women first touches the other is one of my all-time great movie moments. I don't think of this as a ""gay movie,"" it's an interesting and tender period love story, where the two principals happen to be women. I would love to see this movie again; I would buy this one if it ever came out on DVD.",positive
"this was a personal favorite of mine when i was young, it had everything that was great with 90's kids movies... lovable dinosaurs, cute kids, an eccentric villain, and a few great songs (and not the typical little mermaid/beauty and the beast type songs, but ones that are atually entertaining)! i ran into this movie again recently and i still love it as much as ever! i recommend that everyone of every age should see this movie, and i definitely think that it should be introduced to the younger generations! sorry not the most informative, i'm in kinda a rush... just please, trust me. all who go against this movie are killing their inner child!",positive
"I first saw this film as a teenager (I'm now in my 40's), and have long considered it to be my favorite movie. The story is enormously moving, without being sentimental. The acting, especially by March and Loy, is dead-on. And the fact that Dana Andrews is too old for his role doesn't take away from the believability of his romance with Theresa Wright (whom I believe is the only major character in the film still living). This could have turned out to be another post-war melodrama, but the script and cast are simply too good for that to happen.",positive
"INSPECTOR GADGET (1999) **<br /><br />Starring: Matthew Broderick, Rupert Everett, Joely Fisher, Andy Dick, Dabney Coleman Director: David Kellogg 80 minutes Rated PG<br /><br />By Blake French:<br /><br />Disney's new film, ""Inspector Gadget"" is about a cop named John who survives a major accident and is saved by a state of the art experimental operation that turns him into a robotic machine-like agent who has tools and contraptions of all sorts built into his body at his use when he says ""Go Go,"" only to be called Inspector Gadget!<br /><br />The actual movie's structure is much like the body formation of Inspector Gadget himself. It is noisy, fragmented, energetic and consist of a bunch of half hearted contraptions thrown together to make something that doesn't have much in common with anything else present. The film is basically a series of zany action sequences that are kind of pasted together with characters and an uneven story that only kids between the ages of 6-9 would enjoy.<br /><br />The cop who is dramatically reinvented is played by Matthew Broderick, who, until ""Inspector Gadget,"" was on a success spree with movies like ""Election."" His character becomes Inspector Gadget after an encounter with the film's heavy handed villain named Claw. He is played by Rupert Everett, who has already experienced catastrophe this year with the dreadful ""William Shakespeare's A Midsummer Nights Dream.""<br /><br />There is a romantic subplot in this movie as well as ample amounts of scenes involving Inspector Gadget's wacky body parts and mechanism elements. It has Gadget and Claw drooling over the attractive character Brenda, played by Joely Fisher, for both her looks and her knowledge of a specific invention made by her late father, who was earlier killed by Claw. Competition evolves into fight scenes and a reason for many happenings in the film. Also a major character is the Gadget Mobil, a life like automobile that is devised for Inspector Gadget himself. It is voiced by D.L. Hughly from the sitcom comedy ""The Hughly's.""<br /><br />""Inspector Gadget"" is a movie that I found quite bad. I know, I am not exactly a target audience of the filmmakers, but even my ten year old relative found the film to his disliking. The movie is full of distinct flaws and obvious problems. I never found myself caring about the characters. There is no mood development beyond some neat opening credits, unlike the much worse 1997 film, ""Mr. Magoo,"" which opened using clips of the original cartoon. Is it too much to ask for that same type of thing in this comedy-which is seldom funny and hardly ever convincing. The overall production design is nothing but a mess of incomplete sight gags and consists of one joke: Inspector Gadget's bumbling goofiness.<br /><br />In movies like this the audience lusts for boundaries-something to help make out what can happen and what can not. In ""Inspector Gadget"" there are no such boundaries. This is truthfully nothing more than a party time for the actors, who surly had lots of fun. I am reminded of another lacking comedy released a few years ago called ""Blankman"" which again, contained lots of props and energy, and the actors certainly had fun time with all the gizmos and props, but it too lacked something needed for every movie: audience participation.<br /><br />A character that I found being left out a lot is Gadgets daughter, who by the end of the movie, I still has not clue of what her name was. She is used only as a plot device-and I question how she was used to further the plot as well. For her presence brings nothing relevant or productive to the film. We never know her reactions to her father's operation or accidents. Thus, this is someone who could have been completely left out and would have not affected the movie a bit.<br /><br />In closing, I'd like to state that ""Inspector Gadget"" is an awful, insufficient excuse for a children's comedy. And believe it or not, I find myself comparing this film to last years violent and very anti-young audience action picture ""Blade."" I am stating once again that I had much rather have a movie where nothing happens than one in which everything happens. ""Inspector Gadget"" had so much going for it at the same time, it made literally made me dizzy.<br /><br />",negative
"First things first - though I believe Joel Schumacher is at best a mediocre director and more often (as here) downright bad, the lion's share of the blame for this ugly travesty of a film must go to John Grisham whose novel this is based on.<br /><br />Set at an undetermined point in time (the 50s? the 70s? now?), the film opens with the rape and murder of a child by rednecks so caricatured that their purpose seems to be to reassure racists that ""at least we're not that bad"" Cut to the bad guys arriving at the courthouse when the girls father, Samuel L Jackson, fearful they will get off on some technicality, guns them down in cold blood before the trial. <br /><br />The setting is a 'deep south' that probably never existed - the few black characters live in shacks and seem to pick cotton, the dyed-in-the-wool racists (Kiefer Sutherland is a cartoon version of a Klansman) are laughable in their villainy. The set-piece is the trial: for the defence, are the ""good guys"" - a milquetoast lawyer played by Matthew McConaughey as though in a coma, his assistant played by Sandra Bullock's breasts (she doesn't seem to serve any other narrative purpose) and Donald Sutherland as the requisite drunk-lawyer-who-sobers-up-to-fight-the-good-fight. For the prosecution, Kevin Spacey goes through the motions of being demon spawn, while in the town at large, crosses are burned, witness are intimidated and the local citizens don't seem to care <br /><br />Some of the reviews here claim the film immoral, since surely Samuel Jackson is a killer and should trust to the forces of the law rather than get off on a feeble heart-tugging piece of oratory by Matthew McConaughey. To be honest, objectionable though the underlying message ""Vigilante justice is good"" might be, everything about the movie stinks: the characterizations are pitiful, the acting leaden, the direction plodding, the screenplay and the dialogue almost verging on parody. Peter Menzies lush, 50s Technicolor cinematography is pretty but derivative. <br /><br />And it goes on for nearly two and a half hours!! <br /><br />What's left to say? This is a waste of 141 minutes of anyone's life, it is tedious, vacuous and hammy, and, almost as an afterthought, it is morally repugnant.",negative
"""Americans Next Top Model"" is the best reality show! I was entertained 99.9 percent of the time watching it.I kept my eyes open the entire time. (well, I did blink) It can be sad, funny, or addicting.(mostly addicting)""America's Next Top Model"" kept me wanting more and that's pretty much the point. It is also on more that one channel. Sometimes it's on MTV other times it's not. I hope it gets more fans and grows to be a hit series! It's great for pretty much all ages so every can enjoy it! :)<br /><br />Also, if you watched the show before, haven't you noticed that Tyra has a different hair style each time in the judging room? She'll have it short and curly one week, and then long and straight the next.",positive
"The Internet Database lists this as a TV show. And yes, it was a series on MTV shown on the ""Oddities"" program, after ""The Head"" and before ""Aeon Flux"" if I recall correctly. But the version I watched this time was a VHS tape with all the episodes run together into a film without annoying credits in between or having to wait a week for the next fifteen minutes.<br /><br />You have the story of the Maxx, Julie Winters, Sarah and Mr. Gone. The Maxx is a super-hero or a bum, Julie a social worker or a leopard queen, Sarah a girl who should listen to less of The Smiths and Mr. Gone a guy who can't seem to keep his head on. And then there's the other weird creatures...<br /><br />I use ""or"" with Maxx and Julie, because part of the fun is trying to figure out which parts of the story are real and which are dreams. Maybe they're all real or dreams. Maybe one of the characters doesn't exist. Maybe only one exists and dreams of the others. You'll have to wait and find out.<br /><br />I had the comic books before the show came out, and it was one of my favorites. The artwork was spectacular and the story was original -- unlike anything you'll find in Superman or Batman. It will bend your mind, and has strong adult overtones without being obscene or offensive. And the show used basically the same exact artwork (only now it moves) and the same story... guaranteeing that the beauty intrinsically found in the comic would be faithfully reproduced. This was the best show to appear on ""Oddities"", hands down.<br /><br />If you like comics of a darker nature or need a good mind trip, this is a show to check out. It's ""Donnie Darko"" before there was ever such a thing.<br /><br />The most astonishing thing is that this never went on to become another movie or television series, but I don't say this in disappointment. By keeping it simple, they have sealed this movie in gold and kept it free from the blemishes brought on by successive failures.",positive
"The only footage of Zeppelin I've seen prior to this DVD is 'The Song Remains the Same' movie from 1976. We used to spend hours round a friends house watching this, but I never really liked it and hated the fantasy sequences....<br /><br />So what of this DVD? I didn't know it existed until browsing for the Physical Graffiti CD.....'When did this come out?' I thought<br /><br />For some reason I thought that Page wasn't a great live guitarist, but to say that watching this DVD has changed my opinion is a massive understatement. <br /><br />There's 'White Summer' from 1970 - 10 minutes of guitar wizardry.<br /><br />There's an acoustic set from 1975 - 'Bron-y-aur Stomp' has a brilliant finger-picking improv section.<br /><br />The 'In my Time of Dying' and 'Trampled Underfoot' performances (also from '75) are breathtaking - with Page and Bonham tearing things to pieces like no one else ever has. Demonic possessions of rawk!!<br /><br />The magic continues into the Knebworth 1979 section. The rendition of 'Achillies Last Stand', considering their various drug-addled states just beggars belief! A song of complex guitar overdubs, Page arranged it in a way that lets him just 'punk it out' live - the effect is totally mesmerising. 'In the Evening' - I never liked this on disc but it zings along here. 'Sick Again' - great piece of sleaze-rock. The footage from Knebworth is very interesting, cutting between big screen, various rostrums and bootleg footage to great effect.<br /><br />Plant is amazing throughout all the performances. Page, despite being painfully thin, looks like a six-year old kid having the most fun of his life at the Knebworth concert - and makes infectious viewing.<br /><br />One thing that puzzled me - The 'Black Dog' performance from 1973 sounds very 'camped up'!! Robert Plant always did love a little 'mince' and those jeans are absolutely ridiculous - and would warrant an arrest nowadays. All very different from the muscle-bound kick-a$$$ studio version.<br /><br />I love this DVD. It has reminded me how good Zeppelin were and remain.",positive
"This is the funniest stand up I have ever seen and I think it is the funniest I will ever see. If you don't choke with laughter at the absolute hilarity, then this is just not your cup of tea. But I honestly don't know anyone who has seen this that hasn't liked it. It is now 17 years later and my friends and I still quote everything from Goonie Goo Goo to the fart game, Aunt Bunnie to the ice cream man, Ralph and Ed to GET OUT!! There are just so many individual and collective skits of hilarity in here that if you honestly haven't seen this film then you are missing out on one of the best stand-ups ever. Take any of Robin Williams, Damon Wayans, The Dice, George Carlin or even the greats like Richard Pryor or Red Foxx and this will surpass it. I don't know how or where Murphy got some of his material but it works. That is what it comes down to. It is funny as hell.<br /><br />Could you imagine how this show must have shocked people that were used to Eddie doing Buckwheat and Mr. Rogers and such on SNL? If you listen to the audience when he cracks his first joke or when he says the F-word for the first time, they are in complete shock.<br /><br />His first time he says the F-word is when he does the skit about Mr. T being a homosexual.<br /><br />"" Hey boy, hey boy. You look mighty cute in them jeans. Now come on over here, and f@** me up the ass!""<br /><br />The crowd erupts in gales of laughter. No one was expecting the filthy mouth that he unleashed on them. But the results were just awesome. I have never been barraged with relentless comedy the way I was in this stand-up. In fact, the next time my stomach hurt so much from laughing wasn't until 1999 when I saw SOUTH PARK: BIGGER LONGER AND UNCUT . That comedy was raw and unapologetic and it went for the jugular, as did DELIRIOUS. I don't think it is possible to watch this piece of comic history and not laugh. It is almost twenty years later and it is still the funniest damn thing on video.<br /><br />"" I took your kids fishing last week. And I put the worm on the hook and the kids put the fishing pole back in the boat and slammed their heads in the water for two minutes Gus. Normal kids don't do shit like that Gus. Then they started movin their heads around like this and the m****f***** come up with fish. Then they looked at each other and said Goonie Goo Goo! I said can you believe this f****n shit?!""<br /><br />See it again and be prepared to laugh your freakin ass off!<br /><br />10 out of 10",positive
"OK - the Cons first: The obligatory '70's alligator (all right, correction - caiman) with nonmoving limbs is made the worse for scale miniature underwater shots (with the full length of reptile comparative to the size of the boat) utilizing a toy alligator being swirled around the toy boat in broadly lit water - even for nighttime shots!<br /><br />Unlike most primitives-killing-exploitative-Westerners films, the superstitious natives going bat**** and start massacring the vacationers seems unjustified this time. No one really abused the natives - exploited, yes, but far from abusive treatment. After all it was one of the natives (canoodling with a spoiled supermodel during a taboo full moon) that brought the curse of the River Demon on them, right?<br /><br />The vacationers are easily annoying (with the notable exception of the token old-soul/mildly blasphemous-little-girl-who-takes-a-shine-to-the-heroes that you often see in 70's Euroflicks), but far from from deserving violent death - unless they were your next door neighbors, mind you. A couple actually get killed being heroic - notable in that none of them fill the role of sidekick. There are only two straight villains in the entire film, so the demises feel more arbitrary than cathartic.<br /><br />The sequence where the giant caiman crunches down and scarfs thirty tourists in under five minutes will probably strike you as unintentionally hilarious.<br /><br />The point at which the natives decide not to wipe the surviving Westerners and practically saying ""hey, you aren't so bad after all, sorry about that fuss last night"" - because they blew up the monster lizard - has you shaking your head as the corny music kicks in. You know, the local military dictatorship will wipe out the village for ****ing with the tourist trade after the credits roll...<br /><br />The Pros: Barbara Bach. Barbara Bach. Barbara Bach. Barbara Bach. You ALL know WHY you're interested in this film in the first place, right? I thought so. If you're a Bach completist, get the DVD reissued by NoShame films earlier this year (digitally remastered with no real extras to speak of, aside from the director bemoaning the current state of international film distribution).<br /><br />The hero isn't half bad, being far from an idiot (always a plus in B films) and the cynical little kid provides most of the comic relief.<br /><br />Worth a look, but get it cheaply!",negative
"Well, I tend to watch films for one of three reasons. Unfortunately, there are no Transformers in this film, so I can recommend it only on comedy value and pretty women (read girls)<br /><br />Yes, it is funny, I know this due to the number of people in the cinema who were laughing on a regular basis throughout. Personally though, I loved it for Laura Fraser, who IMHO is FIT!",positive
"This movie really surprised me. I had my doubts about it at first but the movie got better and better for each minute. <br /><br />It is maybe not for the action seeking audience but for those that like an explicit portrait of a very strange criminal, man, lover and husband. If you're not a fan of bad language or sexual content this really is not for you. <br /><br />The storyline is somewhat hard to follow sometimes, but in the end I think it made everything better. The ending was unexpected since you were almost fouled to think it would end otherwise. <br /><br />As for the acting I think it was good. It will not be up for an Oscar award for long but it at least caught my eye. Gil Bellows portrait of a prison man is not always perfect but it is very entertaining. Shaun Parkes portrait of Bellows prison mate Clinique is great and extremely powerful. On the downside I think I will put Esai Morales portrait of Markie.<br /><br />Take my advice and watch this movie, either you will love it or dislike it!",positive
"When i watched this movie i had no idea what it was about, and i had never heard of it before. But i must say i was positively surprised. The first few minutes are almost the most funny of the whole movie. The store clerk from India is just too funny! Anyways, the story isn´t really too much to talk about, but i think it´s ok. The acting on the other hand is quite good, and still the only actor i recognized was Mickey Rourke who wasn´t really in the movie until the ending. And the ending is where the turn-off is i think, it´s not bad but i don´t feel like it really ends. I feel like there should have been something more. A final battle in some way. I don´t know. All in all, this was a good movie and i recommend it to anyone into Tarantino-type movies with loads of violence and dark, sinister humor! I rate it 7/10.",positive
"This show proved to be a waste of 30 minutes of precious DVR hard drive space. I didn't expect much and I actually received less. Not only do I expect this show to be canceled by the second episode, I cannot believe that Geico will ever attempt to use the cavemen ad campaign EVER again. I would have preferred spending a night checking my daughter's hair for head lice than watching this piece of refuse. I wonder what ABC passed on to make this show fit into the '07 fall schedual, perhaps a hospital/crime/mocumentary reality show featuring the AFLAC duck? In the event that I failed to express my opinion about this show let me be clear and say that it is not too good.",negative
Let me just say that GRANNY was extremely well made with the horror violence and sure suspense moves!!!!!! the best indie horror movie I have ever seen that is only 58 minutes long...It is my 5 out of 20 most favorite movie of all time. You people should love this. I give it a 10 out of 10!!!,positive
"I happen to like Leslie Howard, in his better films. Yet, for some reason, his performance in OF HUMAN BONDAGE never has moved me tremendously. I first saw the film on my college campus in 1972 and the reviewer in the college newspaper made the comment that in the 1930s and 1940s Howard played the roles supposedly later picked up by Dirk Bogard as the man who was born to be betrayed. This is not usually the case (off hand I think of Ashley Wilkes as a man who might be betrayed, if he and Scarlett O'Hara were meant to be an item by Margaret Mitchell - but Ashley loved Melonie, not Scarlett). Howard could play any type, and a role like R. J. Mitchell or Professor Henry Higgins is not one who is betrayed.*<br /><br />(*One can make the case that Philip Armstrong Scott is betrayed by the two strangers he shows hospitality to in 49TH PARALLEL, but they are Nazis who consider him - a liberal, westerner, Canadian - fair game to double cross in wartime. It isn't the same as emotional betrayal, and Howard does not shrivel up as a result, but faces the Nazis and captures one after beating him up.) <br /><br />I think what the reviewer meant was that Howard could be soulful - or try to be soulful. Witness his poet - dreamer - wanderer in THE PETRIFIED FORREST. But that character was not betrayed, except by history perhaps (as he feels his type is as out of date as the gangster played by Humphrey Bogart). The character of Philip Carey in Somerset Maugham's OF HUMAN BONDAGE is soulful too. He is sensitive for several reasons. He has an interest in art and tries to become a painter - but unlike the artist Strickland in THE MOON AND SIXPENCE he has no real talent. So he decides to concentrate on medical studies, accentuated by a club foot condition he has. Here he is a man with low self-esteem who is set up to be betrayed.<br /><br />Philip finds that betrayal in the form of Mildred a Cockney waitress (Bette Davis) who is mercenary and as selfish as they come. Why Philip falls for her is not really addressed in the film, but he does find the woman fascinating. And she finds him an easy meal ticket. Ironically in being so captivated by this slut, Philip fails to notice two other women who are interested in him (Kay Johnson and Frances Dee), and are more fit to be his mate. He also keeps finding himself forgiving Davis when she has affairs with other men (Alan Hale and Reginald Denny - the latter a friend of Howard's). <br /><br />Although Howard's performance captures the doormat tendency of Philip towards Mildred, he really does not show enough passion (until late in the movie, when he turns on her). That is why I find I never cared for his performance here - it lacks any reality. His later tortured insistence in GONE WITH THE WIND that he loves Olivia De Haviland, not Vivian Leigh, has more consistency with a man in love. But the performance of Davis as Mildred makes the film important. She had a wide variety of parts up to 1934, like the girlfriend of the deaf pianist in THE MAN WHO PLAYED GOD or the spoiled heiress who gets murdered in FOG OVER FRISCO or the mouse-like secretary in THREE ON A MATCH. As Mildred she finally showed she could be a major actress by playing a selfish bitch.<br /><br />Curiously her performance was not all of one note. While she uses and abuses Howard for two thirds of the film, culminating in that famous scene where she shows how disgusted his kissing of her made her, her last scenes show she too could fall apart due to her health deteriorating, and her inability to keep any honest jobs. When Howard rejects her the viewers fail to note how equally vicious he becomes (he asks what happened to her baby - she tells him the baby died and Howard says brusquely that he is glad, which is hardly the response she expects). In the end Howard does finally get his life in order, but Mildred ends a casualty (ironically her death discovered by her old boyfriend Denny on a medical call). The Motion Picture Academy of Arts and Sciences did fail to nominate Davis in 1934 (leading to the largest write - in campaign in it's history, and a permanent change in it's rules), but Davis was established as a star. In one year she won the Oscar as Joyce Heth in DANGEROUS. And in two years she co-starred with Howard again (as equal stars) in THE PETRIFIED FORREST.",positive
"David Cronenberg's `eXistenZ' is a well designed reflection of the philosophy of existentialism. It addresses the problems of a culture that is plugged into technology that it can no longer distinguish between fantasy and reality or between the organic and the mechanical. The movie shocks the audience with its replacement of mechanical technology with organic, metabolismic one. In this context the technology is able to be part of human body. After playing the virtual reality game of `eXistenZ', the real world feels like a game and as a result, human behavior change in order to apply violent game-urges even when the game is over. In eXistenZ, technology has evolved from machinery to biological organisms that plug directly into the human nervous system; an idea that reflects Marshall McLuhan's belief who is a well known media theorist, that computers are extensions of human consciousness. Like telephone is an extention of the ear, television is an extention of the eye, telegram is an extention of the central nervous system high-tech virtual reality is an extention of human consciousness. In eXistenZ, technology is biological and thus more human than it is in our world. But as technology becomes organic, humans become more mechanical and therefore less free, unable to resist their game-urges. eXistenZ is a virtual realty simulation of man's existence. Jean Baudrillard describes a mediated society in his book of Simulacra and Simulation, which all power to act has been transformed to appear. The world has passed into a pure simulation of itself. In eXistenZ it is obvious to see Baudrillard's mediated society with the themes of the invasion of the body, the loss of control and the transformation of the self into other.<br /><br />While you are in the eXistenZ, consciousness slowly replaces with another identity, your role in the game, which is a reflection each individual's real life subconscious. While you gain the control of your hyperreal life step by step, the aura of your real life disappers. For Baudrillard, `.simulations or simulacra, have become hyperreal, more than real.' Our hyperreality, like Cronenberg's world of computer simulation, `.now feels, and, for all intents and purposes is, more real than what we call the real world.' (Baudrillard) The purpose of the game which can basically be called 'experience' is quite metaphorical. Because you can not even know what is experience unless you experience it. As existentialists say that, life without an exact explanation is absurd, the game of eXistenZ is absurd too. Cronenberg, ironically reflects the absurdity of our lives. For instance, in the game, the other roles just stand still unless you ask them a pre-programmed question. And when you put their aimless funny looking state of being into the representation of our lifes, the exposed absurdity really shocks.<br /><br />The theme of the game is to understand what it is for? This hidden metaphorical question creates anguish over the people who play eXistenZ. They have no doubt about their existence, however they do not know the underlying reason of their existence. The essence.<br /><br />Existentialists have held that human beings do not have a fixed nature, or essence, as other animals and plants do; each human being makes choices that create his or her own nature. In the formulation of the 20th-century French philosopher Jean Paul Sartre, existence precedes essence. `Choice is therefore central to human existence, and it is inescapable; even the refusal to choose is a choice. Freedom of choice entails commitment and responsibility. Because individuals are free to choose their own path, existentialists have argued, they must accept the risk and responsibility of following their commitment wherever it leads.' Perhaps I should mention, `eXistenZ' deals with the concept of freedom of choice too. You achieve your final role in the game by taking right decisions. If you don't than the game becomes irrevelant and boring. So, you begin to interrogate the game, your existence rather than your essence. You suddenly become schzopfrenically alianated from the game and realize your position outside the game. Well as a last word, eXistenZ is a well designed reverse simulation of life thus existentialism.<br /><br />",positive
"This movie is a real shame, not just for the plot,the empty performance of the characters, it is for the lack of creativity from the director and all the crew, this is maybe one of the worst movies of all times,and it is hard to believe that is the sequel of one of the most famous movies of the 90's.<br /><br />I am a great fan of The Mask, when I went to see this movie I was expecting to a movie with a good sense of humor, a movie with a acceptable plot, instead I saw a really bad copy of Chuck Jones and Tex Avery cartoons, the movie was not funny even for my 7 years old sister, so I wonder:What was wrong New Line Cinema???.Was it trying to repeat the success of the first movie, or was it trying to create another masterpiece like The Lord of the Rings???.Because if they did, they were completely out of their minds.",negative
"One of the most interesting movies to be classified as ""blaxploitation,"" Bakshi's ""Coonskin"" is a rich text full of wonderful insight. He wrote it in collaboration with Scat Man Crothers and Barry White, who appear in the film as well. The racist imagery can often be disturbing, but the message of the movie was so powerful that the NAACP gave it an endorsement (but only grudgingly).<br /><br />I highly recommend this movie to anyone who is interested in an examination of the pervading atmosphere of racism that Bakshi attempts to deconstruct. Wonderful stuff.",positive
"Hilarious, clean, light-hearted, and quote-worthy. What else can you ask for in a film? This is my all-time, number one favorite movie. Ever since I was a little girl, I've dreamed of owning a blue van with flames and an observation bubble.<br /><br />The cliché characters in ridiculous situations are what make this film such great fun. The wonderful comedic chemistry between Stephen Furst (Harold) and Andy Tennant (Melio) make up most of my favorite parts of the movie. And who didn't love the hopeless awkwardness of Flynch? Don't forget the airport antics of Leon's cronies, dressed up as Hari Krishnas: dancing, chanting and playing the tambourine--unbeatable! The clues are genius, the locations are classic, and the plot is timeless.<br /><br />A word to the wise, if you didn't watch this film when you were little, it probably won't win a place in your heart today. But nevertheless give it a chance, you may find that ""It doesn't matter what you say, it doesn't matter what you do, you've gotta play.""",positive
"I like Errol Flynn; I like biographies and I like action movies. This featured all three of these....but I didn't like this film. It just went on too long although the last 20 minutes was excellent, especially in the photography with some great low- angle shots. However, I seemed like it took six hour to get to that point, and I really can't say why I feel this way. <br /><br />The action is interesting, Errol Flynn and Olivia de Havilland are fine. In fact, it was refreshing to see de Havilland actually be supportive of Flynn instead of her normal role as antagonist to him. Yet something is lacking in this movie.<br /><br />The film has been roundly criticized for its historical inaccuracy but I don't hear that same criticism for a lot of other films which have done the same. In fact, its RARE when a film is historically accurate. For some reason, this revisionist history offended most critics. If the film had made General Custer a lot worse than he really was, they would have probably liked it. Well, too bad. In their twisted way, critics prefer villains to heroes. <br /><br />I really wish I could have enjoyed this more but I'll take a lot of other Flynn adventures over this one.",negative
"In Bollywood it isn't rare that worthless films become hits, good films flopping and good actors not making it big<br /><br />AKS is such a movie<br /><br />Himesh after a music director and singer tried acting Hell man, just because his songs became a hit that means next he becomes an actor<br /><br />The producers were sure the film will work perhaps, the songs were a hit too and of course Himesh did his cheap publicity as usual<br /><br />The film tells such a poor story, such poor direction, such poor acting it makes you cringe<br /><br />Indian rickshaws in Germany, Stunts by Himesh and lot of stupidity Himesh's cap is intact even when he is in the car which somersaults<br /><br />Direction is poor Music is saving grace though most songs sound the same<br /><br />Himesh tries hard but sadly his emotive scenes are a joke, lacks expressions, he is best suited for his music director and some singing He cuts a sorry picture Hansika is awful Malika is okay Sachin Khedekar is okay, Darshan Jhariwala hams",negative
"I do NOT understand why anyone would waste their time or money on utter trash like this... Don't get me wrong -- I LOVE a good Western -- Notice I said ""GOOD"" -- this is just trash<br /><br />The acting is horrible -- Val Kilmer must know someone or owed a favor or something for them just to use his face and name in this ridiculous piece of crap...<br /><br />To those of you who enjoyed this movie, I am making a list of you're names to ensure I do NOT watch anything you suggest -- our tastes are definitely different, yet it is your right to voice your opinion, no matter how far off base it is.<br /><br />I gave this movie a 2 just in case they do throw out all of the one's and not count them.... Just bad in all area's...",negative
